duration,resolution_status,issue_category,csat,bot_effectiveness,transfer_reason,friction_points,summary_text,sentiment
54,,,,,,,"Customer reported that one of the received Vitamin C serum bottles was half empty, with a loose cap causing leakage. They also mentioned discoloration on the outer packaging and seemed concerned about the product’s condition.",Negative
239,,,,,,,The customer reported receiving a wrong shipment for order number 3357604 and mentioned it belongs to a friend. They agreed that their friend would call back from their registered number to resolve the issue.,Negative
113,,,,,,,The customer asked how to check her refund and mentioned that no refund was completed. She confirmed that her order was cash on delivery and questioned if a refund could still be processed for such payments.,Positive
116,Resolved by Bot,Missing Item,5.0,High,None,None,The customer reported that their order was marked as delivered but had not actually been received. The bot advised the customer to wait 48 hours and check with family or security; the customer accepted this and ended the chat politely.,Neutral
84,Transferred to Human,Refund,2.0,Low,Bot failed to understand,User reported expired product and multiple failed return attempts; bot sent WhatsApp link but issue persisted.,,Negative
73,Transferred to Human,Wrong Item,2.0,Low,Bot failed to understand,Customer complained about repeated unfulfilled transfer and lack of connection to a human agent.,"The customer was concerned about an order (ID #3555703) and seemed to have an issue regarding its quantity or details. The bot attempted to transfer her to a senior representative, but the customer expressed frustration over not being connected earlier, leaving the issue unresolved.",Negative
78,,,,,,,"The customer mentioned ordering a demo product, returning it, but not receiving any refund yet. They confirmed that the refund did not appear in their wallet.",Positive
119,,,,,,,The customer asked about their refund and mentioned that three refunds are still missing while two have been received. They agreed to the transfer to a senior executive for further assistance with the missing refunds.,Neutral
80,Abandoned by User,Missing Item,2.0,Low,None,Customer repeatedly stated non-delivery; the bot only sent tracking info without escalation or resolution.,The customer reported a missing order that was marked as delivered despite not receiving it. The issue remained unresolved as the bot only shared tracking details and the conversation ended with continued concern from the customer.,Negative
375,Transferred to Human,Missing Order,2.0,Low,Bot failed to understand,"Bot repeatedly failed to locate the order, customer expressed confusion and frustration with number validation process","The customer’s primary issue was a missing order that could not be located using their provided order numbers. The call ended with a transfer to a senior agent after multiple failed lookup attempts, with the customer appearing frustrated and unsatisfied.",Negative
89,,,,,,,The customer asked about his order status and specifically wanted details for the second order. He requested to speak with a senior representative for further assistance.,Neutral
21,Transferred to Human,Other,2.0,Low,Requested by User,User expressed frustration about not being connected to a senior and having to call multiple times.,"The customer was requesting to be connected with a senior representative after multiple previous calls. The issue was not resolved and ended without clear resolution, leaving the customer dissatisfied.",Negative
